ID,official_name,party,region,institution,office,user_id,twitter_name,twitter_handle,from,until,year_of_birth,abgeordnetenwatch_id,gender,wikidata_id
535,Manja Schüle,SPD,Brandenburg,State Parliament,Parliamentarian,827090742162100224,Manja Schüle,ManjaSchuele,2019-09-25,NA,1976,146790,female,Q40974942
962,Petra Pau,DIE LINKE,Federal,Federal Parliament,Parliamentarian,1683845126,Team PetraPau,TeamPetraPau,2017-10-24,NA,1963,79091,female,Q77195
864,Dagmar Schmidt,SPD,Federal,Federal Parliament,Parliamentarian,1377117206,Team #dieschmidt,TeamDieSchmidt,2017-10-24,NA,1973,79036,female,Q15433815
2517,Bernd Buchholz,FDP,Schleswig-Holstein,State Parliament,Parliamentarian,1073605033,Bernd Buchholz,BerndBuchholz,2017-06-06,NA,1961,121092,male,Q823715
1378,Ingrid Remmers,DIE LINKE,Federal,Federal Parliament,Parliamentarian,551802475,Ingrid Remmers MdB,ingrid_remmers,2017-10-24,NA,1965,120775,female,Q1652660
1116,Reinhard Brandl,CSU,Federal,Federal Parliament,Parliamentarian,262730721,Reinhard Brandl,reinhardbrandl,2017-10-24,NA,1977,79427,male,Q111160
1419,Peter Beyer,CDU,Federal,Federal Parliament,Parliamentarian,69814084,Peter Beyer,PeterbeyerCDU,2017-10-24,NA,1970,79446,male,Q2073936
1374,Andreas Schwarz,SPD,Federal,Federal Parliament,Parliamentarian,53617577,Andreas Schwarz,schwarz_spd,2017-10-24,NA,1965,79000,male,Q15434565
1329,Uwe Feiler,CDU,Federal,Federal Parliament,Parliamentarian,47151012,Uwe Feiler,UweFe,2017-10-24,NA,1965,79391,male,Q15813196
1260,Hiltrud Lotze,SPD,Federal,Federal Parliament,Parliamentarian,38272947,Hiltrud Lotze,HiltrudLotze,2017-10-24,2021-10-26,1958,79189,female,Q15813172
1090,Bernd Siebert,CDU,Federal,Federal Parliament,Parliamentarian,24674518,Bernd Siebert,BerndSiebert,2017-10-24,2021-10-26,1949,145883,male,Q824247
1020,Wolfgang Hellmich,SPD,Federal,Federal Parliament,Parliamentarian,19924848,WolfgangHellmich MdB,WHellmich,2017-10-24,NA,1958,79301,male,Q1677754
1585,AfD-Fraktion im Deutschen Bundestag,AfD,Federal,Party,Parliamentary Party Group,910913583168573440,AfD-Fraktion im Deutschen Bundestag 🇩🇪,AfDimBundestag,NA,NA,NA,NA,NA,Q42575708
1230,SPD-Fraktion im Bundestag,SPD,Federal,Party,Speaker,347792540,SPD-Fraktion im Bundestag,spdbt,NA,NA,NA,NA,NA,Q2207512
1180,CDU/CSU Pressemitteilungen,CSU,Federal,Party,Speaker,308415277,CDU/CSU PMs,cducsupm,NA,NA,NA,NA,NA,NA
818,Digitalpolitik@spdbt,SPD,Federal,Party,Speaker,127620350,Digitalpolitik@spdbt,spdbt_netz,NA,NA,NA,NA,NA,NA
1321,CDU/CSU Fraktion im Bundestag,CSU,Federal,Party,Parliamentary Party Group,46085533,CDU/CSU,cducsubt,NA,NA,NA,NA,NA,Q708725
999,Linksfraktion Bund,DIE LINKE,Federal,Party,Parliamentary Party Group,18933321,linksfraktion,Linksfraktion,NA,NA,NA,NA,NA,Q1826856
847,Claudia Schmidtke,CDU,Federal,Federal Parliament,Parliamentarian,1340469592666324992,Claudia Schmidtke,prof_schmidtke,2017-10-24,2021-10-26,1966,145861,female,Q40974933
806,Charlotte Schneidewind-Hartnagel,Bündnis 90/Die Grünen,Federal,Federal Parliament,Parliamentarian,1235523759597068288,Charlotte Schneidewind-Hartnagel MdB,charlotte_mdb,2017-10-24,2021-10-26,1953,119731,female,Q1067331
797,Gerhard Zickenheiner,Bündnis 90/Die Grünen,Federal,Federal Parliament,Parliamentarian,1201838123841404929,Gerhard Zickenheiner,GZickenheiner,2017-10-24,2021-10-26,1961,146035,male,Q61829395
792,Jürgen Martens,FDP,Federal,Federal Parliament,Parliamentarian,1187686813168820224,Dr. Jürgen Martens,juergen_martens,2017-10-24,2021-10-26,1959,30893,male,Q99663
790,Thorsten Frei,CDU,Federal,Federal Parliament,Parliamentarian,1181598578508214272,Thorsten Frei,thorsten_frei,2017-10-24,NA,1973,79378,male,Q2429104
780,Martin Hohmann,AfD,Federal,Federal Parliament,Parliamentarian,1159457070124605442,Martin Hohmann,hohmannmdb,2017-10-24,2021-10-26,1948,119028,male,Q86790
779,Martin Patzelt,CDU,Federal,Federal Parliament,Parliamentarian,1159072277746593792,Martin Patzelt,MPatzeltCDU,2017-10-24,2021-10-26,1947,79093,male,Q118115
773,Dagmar Freitag,SPD,Federal,Federal Parliament,Parliamentarian,1148916458983964673,Dagmar Freitag,DagmarFreitag13,2017-10-24,2021-10-26,1953,79372,female,Q1157275
769,Elisabeth Motschmann,CSU,Federal,Federal Parliament,Parliamentarian,1135510177292197888,Elisabeth Motschmann,ElisabethMotsc1,2017-10-24,2021-10-26,1952,124425,female,Q1329839
768,Michael Hennrich,CDU,Federal,Federal Parliament,Parliamentarian,1132260527378489345,Michael Hennrich,MichaelHennric2,2017-10-24,NA,1965,79305,male,Q1240168
766,Albert Stegemann,CSU,Federal,Federal Parliament,Parliamentarian,1127961248493129728,Albert Stegemann,StegemannAlbert,2017-10-24,NA,1976,78981,male,Q15782057
764,Gitta Connemann,CDU,Federal,Federal Parliament,Parliamentarian,1125751445205262336,Gitta Connemann,gitta_connemann,2017-10-24,NA,1964,79418,female,Q103165
754,Bernd Rützel,SPD,Federal,Federal Parliament,Parliamentarian,1113004743733993472,Bernd Rützel,ruetzelbernd,2017-10-24,NA,1968,79051,male,Q15792620
744,Susanne Ferschl,DIE LINKE,Federal,Federal Parliament,Parliamentarian,1096063189249331201,"Susanne Ferschl, MdB",SusanneFerschl,2017-10-24,NA,1973,146166,female,Q40998541
742,Karin Maag,CDU,Federal,Federal Parliament,Parliamentarian,1095023450790547457,Karin Maag,MaagKarin,2017-10-24,NA,1962,79144,female,Q1729500
738,Eckhard Gnodtke,CDU,Federal,Federal Parliament,Parliamentarian,1085599614122762242,Eckhard Gnodtke,eckhardgnodtke,2017-10-24,2021-10-26,1958,145866,male,Q40999347
737,Christoph Hoffmann,FDP,Federal,Federal Parliament,Parliamentarian,1085494381405237251,Dr. forest Christoph Hoffmann,HoffmannForest,2017-10-24,NA,1957,146425,male,Q40997670
735,Dirk Heidenblut,SPD,Federal,Federal Parliament,Parliamentarian,1083371289786634240,Dirk Heidenblut,dheidenblut,2017-10-24,NA,1961,79313,male,Q15806072
734,Antje Tillmann,CSU,Federal,Federal Parliament,Parliamentarian,1082925763316367360,Antje Tillmann,AntjeTillmann,2017-10-24,NA,1964,78957,female,Q584897
729,Bernd Westphal,SPD,Federal,Federal Parliament,Parliamentarian,1071665423140249600,Bernd Westphal,BerndWestphal4,2017-10-24,NA,1960,78926,male,Q15114148
728,Claudia Moll,SPD,Federal,Federal Parliament,Parliamentarian,1070312229139025920,Claudia Moll,ClaudiaMollMdB,2017-10-24,NA,1968,146801,female,Q40998854
724,Nicole Bauer,FDP,Federal,Federal Parliament,Parliamentarian,1061873979760263168,Nicole Bauer MdB,nicole_ae_bauer,2017-10-24,NA,1987,141981,female,Q40998121
720,Thomas Rachel,CDU,Federal,Federal Parliament,Parliamentarian,1052524172717375488,Thomas Rachel,_ThomasRachel,2017-10-24,NA,1962,79071,male,Q2426649
716,Wiebke Esdar,SPD,Federal,Federal Parliament,Parliamentarian,1042109887604563968,wiebkeesdar,wiebkeesdar1,2017-10-24,NA,1984,146813,female,Q40999031
714,Norbert Röttgen,CDU,Federal,Federal Parliament,Parliamentarian,1040160799208161280,Norbert Röttgen,n_roettgen,2017-10-24,NA,1965,79043,male,Q61903
708,Jessica Tatti,DIE LINKE,Federal,Federal Parliament,Parliamentarian,1020297087970435072,Jessica Tatti,jessica_tatti,2017-10-24,NA,1981,108661,female,Q40997976
707,Daniela Ludwig,CSU,Federal,Federal Parliament,Parliamentarian,1019846605044936705,Daniela Ludwig,DaniLudwigMdB,2017-10-24,NA,1975,79146,female,Q1163474
706,Marja-Liisa Völlers,SPD,Federal,Federal Parliament,Parliamentarian,1009457791554281473,Marja-Liisa Völlers,MarjaVoellers,2017-10-24,NA,1984,146784,female,Q43464224
705,Robby Schlund,AfD,Federal,Federal Parliament,Parliamentarian,1009025255753601024,"Dr. Robby Schlund, MdB",DrRobbySchlund,2017-10-24,2021-10-26,1967,145787,male,Q40813332
703,Matthias Seestern-Pauly,FDP,Federal,Federal Parliament,Parliamentarian,1006099793888841729,Matthias Seestern-Pauly,mseesternpauly,2017-10-24,NA,1984,120356,male,Q40998778
702,Wolfgang Wiehle,AfD,Federal,Federal Parliament,Parliamentarian,1003656299589132291,"Wolfgang Wiehle, MdB",WolfgangWiehle,2017-10-24,NA,1964,145806,male,Q40980201
701,Renata Alt,FDP,Federal,Federal Parliament,Parliamentarian,1001837201276235777,Renata Alt,RenataAlt_MdB,2017-10-24,NA,1965,121876,female,Q40997592
1676,Britta Dassler,FDP,Federal,Federal Parliament,Parliamentarian,998867063274921984,Britta Dassler,BrittaDassler,2017-10-24,2021-10-26,1964,119720,female,Q40998247
1674,Markus Herbrand,FDP,Federal,Federal Parliament,Parliamentarian,997138767763750912,Markus Herbrand,HerbrandMarkus,2017-10-24,NA,1971,146325,male,Q40998965
1669,Karsten Klein,FDP,Federal,Federal Parliament,Parliamentarian,995228494023086080,"Karsten Klein, MdB",MdBKlein,2017-10-24,NA,1977,134049,male,Q1734454
1665,Nicole Westig,FDP,Federal,Federal Parliament,Parliamentarian,989145249682526213,Nicole Westig,NicoleWestig,2017-10-24,NA,1967,146329,female,Q40998975
1664,Ulrich Lechte,FDP,Federal,Federal Parliament,Parliamentarian,988765113606918144,"Ulrich Lechte, MdB",ulrichlechte,2017-10-24,NA,1977,142264,male,Q40998225
1662,Manuela Rottmann,Bündnis 90/Die Grünen,Federal,Federal Parliament,Parliamentarian,984735466783232000,Manuela Rottmann,ManuelaRottman,2017-10-24,NA,1972,146021,female,Q40998264
1660,Frank Müller-Rosentritt,FDP,Federal,Federal Parliament,Parliamentarian,984048002967982080,"Frank Müller-Rosentritt, MdB",theliberalfrank,2017-10-24,NA,1982,146360,male,Q41594734
1657,Grigorios Aggelidis,FDP,Federal,Federal Parliament,Parliamentarian,976107205849206784,Grigorios Aggelidis,aggelidis_g,2017-10-24,2021-10-26,1965,146299,male,Q40998799
1655,Martin Neumann,FDP,Federal,Federal Parliament,Parliamentarian,974589289689427968,Prof. Martin Neumann,_MartinNeumann,2017-10-24,2021-10-26,1956,119216,male,Q1710101
1651,Bettina Hoffmann,Bündnis 90/Die Grünen,Federal,Federal Parliament,Parliamentarian,971040144420720641,Dr. Bettina Hoffmann MdB,bhoffmann_mdb,2017-10-24,NA,1960,135209,female,Q41244415
1646,Gero Hocker,FDP,Federal,Federal Parliament,Parliamentarian,966707365893558273,Gero Hocker,GeroHocker,2017-10-24,NA,1975,135980,male,Q1514489
1645,Hansjörg Müller,AfD,Federal,Federal Parliament,Parliamentarian,965591555783430144,Hansjörg Müller,HJ_Mueller_AfD,2017-10-24,2021-10-26,1968,145812,male,Q40879872
1642,Jörn König,AfD,Federal,Federal Parliament,Parliamentarian,960974630709284864,"Jörn König, MdB",JoernKoenigAfD,2017-10-24,NA,1967,121468,male,Q40921995
1639,Katja Keul,Bündnis 90/Die Grünen,Federal,Federal Parliament,Parliamentarian,959105406416162823,Katja Keul,KatjaKeul,2017-10-24,NA,1969,79247,female,Q1736638
1637,Friedrich Straetmanns,DIE LINKE,Federal,Federal Parliament,Parliamentarian,959059951523106816,Friedrich Straetmanns,FrStraetmanns,2017-10-24,2021-10-26,1961,146107,male,Q40999023
1635,Katharina Willkomm,FDP,Federal,Federal Parliament,Parliamentarian,958634602905718785,Katharina Willkomm,k_willkomm,2017-10-24,2021-10-26,1987,146323,female,Q40974956
1632,Kirsten Kappert-Gonther,Bündnis 90/Die Grünen,Federal,Federal Parliament,Parliamentarian,955357684013953025,Kirsten Kappert-Gonther,KirstenKappert,2017-10-24,NA,1966,73426,female,Q1743637
1631,Till Mansmann,FDP,Federal,Federal Parliament,Parliamentarian,954049866283483136,Till Mansmann,TillMansmann,2017-10-24,NA,1968,122050,male,Q40998591
1630,Erhard Grundl,Bündnis 90/Die Grünen,Federal,Federal Parliament,Parliamentarian,951773879822880768,"Erhard Grundl, MdB",Erhard_Grundl,2017-10-24,NA,1963,118494,male,Q40998214
1627,Judith Skudelny,FDP,Federal,Federal Parliament,Parliamentarian,948958759560376320,Judith Skudelny,JudithSkudelny,2017-10-24,NA,1975,120169,female,Q1711078
1623,Fabian Jacobi,AfD,Federal,Federal Parliament,Parliamentarian,944181149424898048,Fabian Jacobi,Jacobi_AfD,2017-10-24,NA,1973,147218,male,Q40847784
1621,Margit Stumpp,Bündnis 90/Die Grünen,Federal,Federal Parliament,Parliamentarian,943082490482262016,Margit Stumpp,margit_stumpp,2017-10-24,2021-10-26,1963,121640,female,Q40997607
1619,Eva-Maria Schreiber,DIE LINKE,Federal,Federal Parliament,Parliamentarian,940585440746328064,Eva-Maria Schreiber,MdB_Schreiber,2017-10-24,2021-10-26,1958,146147,female,Q40998077
1617,Esther Dilcher,SPD,Federal,Federal Parliament,Parliamentarian,939092636165689345,Esther Dilcher MdB,estherdilcher,2017-10-24,NA,1965,146823,female,Q40988876
1615,Katja Mast,SPD,Federal,Federal Parliament,Parliamentarian,937678874095300609,Katja Mast,KatjaMast,2017-10-24,NA,1971,79140,female,Q1736645
1610,Marc Biadacz,CDU,Federal,Federal Parliament,Parliamentarian,935815000006053888,Marc Biadacz,MBiadaczMdB,2017-10-24,NA,1979,145893,male,Q42115961
1609,Karlheinz Busen,FDP,Federal,Federal Parliament,Parliamentarian,935554963639558145,Karlheinz Busen,busen_mdb,2017-10-24,NA,1951,137163,male,Q1733789
1608,Gerald Ullrich,FDP,Federal,Federal Parliament,Parliamentarian,935456332655874048,Gerald Ullrich MdB,G_UllrichFDP,2017-10-24,NA,1962,146375,male,Q40999439
1607,Amira Mohamed Ali,DIE LINKE,Federal,Federal Parliament,Parliamentarian,934029228886065152,Amira Mohamed Ali,Amira_M_Ali,2017-10-24,NA,1980,146055,female,Q41080910
1605,Mario Mieruch,Liberal-Konservative Reformer,Federal,Federal Parliament,Parliamentarian,932931561015730176,Mario Mieruch,MieruchMario,2017-10-24,2021-10-26,1975,121649,male,Q40984442
1604,Stefan Schmidt,Bündnis 90/Die Grünen,Federal,Federal Parliament,Parliamentarian,930725836482928640,Stefan Schmidt,Schmidt_MdB,2017-10-24,NA,1981,121977,male,Q40998233
1603,Bernd Reuther,FDP,Federal,Federal Parliament,Parliamentarian,930422173478608903,Bernd Reuther,reuther_bernd,2017-10-24,NA,1971,137432,male,Q40999004
1602,Axel Knoerig,CDU,Federal,Federal Parliament,Parliamentarian,928974816220254208,Axel Knoerig,axel_knoerig,2017-10-24,NA,1967,79239,male,Q792225
1601,Christoph Ploß,CDU,Federal,Federal Parliament,Parliamentarian,928335737803722753,Christoph Ploß,christophploss,2017-10-24,NA,1985,66005,male,Q40974976
1600,Brigitte Freihold,DIE LINKE,Federal,Federal Parliament,Parliamentarian,925703909825548288,MdB Brigitte Freihold,mdb_freihold,2017-10-24,2021-10-26,1955,109946,female,Q40999268
1599,Hagen Reinhold,FDP,Federal,Federal Parliament,Parliamentarian,925657781759332353,"Hagen Reinhold, MdB",reinholdmdb,2017-10-24,NA,1978,120001,male,Q15819002
2327,Christian Wirth,AfD,Saarland,State Parliament,Parliamentarian,920193967937019904,"Dr. Christian Wirth, MdB",ChrWirthMdB,2017-04-25,NA,1963,150296,male,Q40473868
1596,Martin Sichert,AfD,Federal,Federal Parliament,Parliamentarian,918405860862382082,"Martin Sichert, MdB",Martin_Sichert,2017-10-24,NA,1980,145823,male,Q40879307
1595,Jürgen Braun,AfD,Federal,Federal Parliament,Parliamentarian,917756296555892736,"Jürgen Braun, MdB",JuergenBraunAfD,2017-10-24,NA,1961,145839,male,Q40994438
1594,Hartmut Ebbing,FDP,Federal,Federal Parliament,Parliamentarian,916950563815870464,"Hartmut Ebbing, MdB",HartmutEbbing,2017-10-24,2021-10-26,1956,118667,male,Q40997474
1592,Jens Maier,AfD,Federal,Federal Parliament,Parliamentarian,916639458409242624,"Jens Maier, MdB 🇩🇪",jensmaierafd,2017-10-24,2021-10-26,1962,145756,male,Q39238058
1591,Anton Friesen,AfD,Federal,Federal Parliament,Parliamentarian,916324637046435840,"Dr. Anton Friesen, MdB 🇩🇪",drfriesenmdb,2017-10-24,2021-10-26,1985,150300,male,Q40978414
1589,Thomas Seitz,AfD,Federal,Federal Parliament,Parliamentarian,913358838736310272,"Thomas Seitz, MdB",Th_Seitz_AfD,2017-10-24,NA,1967,108924,male,Q40436370
1586,Steffen Kotré,AfD,Federal,Federal Parliament,Parliamentarian,912223443231428609,Steffen Kotré,SteffenKotre,2017-10-24,NA,1971,31221,male,Q40846824
1584,Andreas Bleck,AfD,Federal,Federal Parliament,Parliamentarian,910878654535749632,"Andreas Bleck, MdB",andreasbleckmdb,2017-10-24,NA,1988,145789,male,Q40979188
1578,Sebastian Brehm,CSU,Federal,Federal Parliament,Parliamentarian,904304932257492992,Sebastian Brehm MdB,Brehm_inNBGNord,2017-10-24,NA,1971,145904,male,Q40998256
1577,Lukas Köhler,FDP,Federal,Federal Parliament,Parliamentarian,898597063444877313,Lukas Köhler,koehler_fdp,2017-10-24,NA,1986,146388,male,Q40998056
1569,Michael Espendiller,AfD,Federal,Federal Parliament,Parliamentarian,885167849685340161,"Dr. Michael Espendiller, MdB",DrMEspendiller,2017-10-24,NA,1989,147569,male,Q40875653
1565,Karl-Heinz Brunner,SPD,Federal,Federal Parliament,Parliamentarian,882929865535705088,Karl-Heinz Brunner,BrunnerGanzOhr,2017-10-24,2021-10-26,1953,78880,male,Q14946405
1563,Volker Münz,AfD,Federal,Federal Parliament,Parliamentarian,878615716152446976,Volker Münz,volker_munz,2017-10-24,2021-10-26,1964,122121,male,Q40895849
1560,Daniela Wagner,Bündnis 90/Die Grünen,Federal,Federal Parliament,Parliamentarian,874917828436078592,Daniela Wagner,danywagner_da,2017-10-24,2021-10-26,1957,119788,female,Q1163596
1559,Anita Schäfer,CDU,Federal,Federal Parliament,Parliamentarian,874474169106395136,Anita Schäfer,SchaeferCDU,2017-10-24,2021-10-26,1951,79017,female,Q550861
1558,Carina Konrad,FDP,Federal,Federal Parliament,Parliamentarian,874304935906729986,Carina Konrad,carina_konrad,2017-10-24,NA,1982,146378,female,Q40999227
1556,Martin Hess,AfD,Federal,Federal Parliament,Parliamentarian,872663038805016576,Martin Hess,Martin_Hess_AfD,2017-10-24,NA,1971,145840,male,Q40895536
1553,Sybille Benning,CDU,Federal,Federal Parliament,Parliamentarian,869205749632831488,Sybille Benning,SybilleBenning,2017-10-24,2021-10-26,1961,79449,female,Q14945716
1551,Corinna Miazga,AfD,Federal,Federal Parliament,Parliamentarian,868762469115846657,"Corinna Miazga, MdB",CorinnaMiazga,2017-10-24,NA,1983,150287,female,Q40878850
1546,Norbert Kleinwächter,AfD,Federal,Federal Parliament,Parliamentarian,865920519668989955,Norbert Kleinwächter,NKleinwaechter,2017-10-24,NA,1986,150291,male,Q40978854
1544,Sebastian Münzenmaier,AfD,Federal,Federal Parliament,Parliamentarian,863657874941255684,"Sebastian Münzenmaier, MdB",S_Muenzenmaier,2017-10-24,NA,1989,145795,male,Q33309067
1543,Michael von Abercron,CDU,Federal,Federal Parliament,Parliamentarian,862747349277450240,Michael von Abercron,mvabercron,2017-10-24,2021-10-26,1952,139060,male,Q1666351
1541,Christoph Meyer,FDP,Federal,Federal Parliament,Parliamentarian,861992050358616064,Christoph Meyer,Meyer_FDP,2017-10-24,NA,1975,134400,male,Q123171
1538,Sandra Weeser,FDP,Federal,Federal Parliament,Parliamentarian,858362895075340288,Sandra Weeser,sandra_weeser,2017-10-24,NA,1969,110218,female,Q40999117
1537,Jens Brandenburg,FDP,Federal,Federal Parliament,Parliamentarian,857906951707127808,Jens Brandenburg,JBrandenburgFDP,2017-10-24,NA,1986,108620,male,Q41699566
1535,Gustav Herzog,SPD,Federal,Federal Parliament,Parliamentarian,857001941305634816,Gustav Herzog,GustavHerzogMdB,2017-10-24,2021-10-26,1958,79306,male,Q1555983
1533,Achim Kessler,DIE LINKE,Federal,Federal Parliament,Parliamentarian,849567328899616768,Dr. Achim Kessler,AchimKessler,2017-10-24,2021-10-26,1964,135503,male,Q39678866
1532,Udo Hemmelgarn,AfD,Federal,Federal Parliament,Parliamentarian,849060114388705280,Udo Hemmelgarn,UdoHemmelgarn,2017-10-24,2021-10-26,1959,145749,male,Q40873836
1528,Klaus Mindrup,SPD,Federal,Federal Parliament,Parliamentarian,845282647261761536,Klaus Mindrup,KlausMindrup,2017-10-24,2021-10-26,1964,79128,male,Q15813142
1527,Nina Scheer,SPD,Federal,Federal Parliament,Parliamentarian,845213960060243968,Nina Scheer,NinaScheer_SPD,2017-10-24,NA,1971,79023,female,Q2789935
1525,Harald Weyel,AfD,Federal,Federal Parliament,Parliamentarian,841412635270762496,Prof. Harald Weyel,h_weyel,2017-10-24,NA,1959,150294,male,Q40477677
1516,Alice Weidel,AfD,Federal,Federal Parliament,Parliamentarian,833398209053605888,Alice Weidel,Alice_Weidel,2017-10-24,NA,1979,108379,female,Q27975838
1514,René Springer,AfD,Federal,Federal Parliament,Parliamentarian,831541837965967361,René Springer,Rene_Springer,2017-10-24,NA,1979,145723,male,Q40846468
1513,Christoph Bernstiel,CDU,Federal,Federal Parliament,Parliamentarian,830085678063030273,Christoph Bernstiel,c_bernstiel,2017-10-24,2021-10-26,1984,145868,male,Q42116735
1512,Ulrich Oehme,AfD,Federal,Federal Parliament,Parliamentarian,829731236503494656,Ulrich Oehme,Oehmeulrich,2017-10-24,2021-10-26,1960,145760,male,Q40993181
1510,Dirk Vöpel,SPD,Federal,Federal Parliament,Parliamentarian,829029719941246978,Dirk Vöpel,VoepelDirk,2017-10-24,NA,1971,78938,male,Q15806084
1509,Wieland Schinnenburg,FDP,Federal,Federal Parliament,Parliamentarian,828943222432997376,Wieland Schinnenburg,WSchinnenburg,2017-10-24,2021-10-26,1958,66704,male,Q1677371
1505,Reinhard Houben,FDP,Federal,Federal Parliament,Parliamentarian,825069798140833794,Reinhard Houben,HoubenReinhard,2017-10-24,NA,1960,146326,male,Q40892185
1504,Katrin Staffler,CSU,Federal,Federal Parliament,Parliamentarian,825019912083038208,Katrin Staffler,katrin_staffler,2017-10-24,NA,1981,145898,female,Q40915597
1502,Hans Michelbach,CSU,Federal,Federal Parliament,Parliamentarian,824221646290616321,Hans Michelbach,hans_michelbach,2017-10-24,2021-10-26,1949,79131,male,Q1581364
1501,Lothar Maier,AfD,Federal,Federal Parliament,Parliamentarian,824210890354520064,Prof. Dr. Lothar Maier MdB 🇩🇪,ProfMaier,2017-10-24,2021-10-26,1944,145836,male,Q20753082
1497,Stephan Pilsinger,CSU,Federal,Federal Parliament,Parliamentarian,819914159915667456,"Stephan Pilsinger, MdB",StephPilsinger,2017-10-24,NA,1987,145901,male,Q40998066
1493,Mariana Harder-Kühnel,AfD,Federal,Federal Parliament,Parliamentarian,815699423057637381,"Mariana Harder-Kühnel, MdB",M_HarderKuehnel,2017-10-24,NA,1974,145771,female,Q40472081
1491,Joana Cotar,AfD,Federal,Federal Parliament,Parliamentarian,814970546366611457,Joana Cotar,JoanaCotar,2017-10-24,NA,1973,150292,female,Q40896434
1489,Joe Weingarten,SPD,Federal,Federal Parliament,Parliamentarian,811960243353780226,Dr. Joe Weingarten MdB,DrJoeWeingarten,2017-10-24,NA,1962,146835,male,Q72837814
1488,Petr Bystron,AfD,Federal,Federal Parliament,Parliamentarian,810957560723505152,ᴘᴇᴛʀ ʙʏsᴛʀᴏɴ,PetrBystronAfD,2017-10-24,NA,1972,29478,male,Q24260075
1487,Dirk Spaniel,AfD,Federal,Federal Parliament,Parliamentarian,810537151729373184,Dr. Dirk Spaniel,DirkSpaniel,2017-10-24,NA,1971,145835,male,Q40983005
1485,Danyal Bayaz,Bündnis 90/Die Grünen,Federal,Federal Parliament,Parliamentarian,808400627084705792,Danyal Bayaz,DerDanyal,2017-10-24,NA,1983,121041,male,Q40997659
1483,Michael Schrodi,SPD,Federal,Federal Parliament,Parliamentarian,806975237766135813,Michael Schrodi,mischrodi,2017-10-24,NA,1977,121738,male,Q40998033
1481,Marc Bernhard,AfD,Federal,Federal Parliament,Parliamentarian,805823950253150208,"Marc Bernhard, MdB",MarcBernhardAfD,2017-10-24,NA,1972,108754,male,Q40976001
1479,Rainer Kraft,AfD,Federal,Federal Parliament,Parliamentarian,804064797977444352,"Dr. Rainer Kraft, MdB 🇩🇪",Dr_Rainer_Kraft,2017-10-24,NA,1974,145830,male,Q40984890
1478,Mario Brandenburg,FDP,Federal,Federal Parliament,Parliamentarian,802968497831739392,Mario Brandenburg,BraFDP,2017-10-24,NA,1983,146383,male,Q40999277
1477,Sepp Müller,CDU,Federal,Federal Parliament,Parliamentarian,801803127762669568,Sepp Müller,mueller_sepp,2017-10-24,NA,1989,145867,male,Q40999402
1475,Matthias Nölke,FDP,Federal,Federal Parliament,Parliamentarian,800823849252229121,Matthias Nölke,Matthiasnoelke,2017-10-24,2021-10-26,1980,121697,male,Q95683263
1474,Gökay Akbulut,DIE LINKE,Federal,Federal Parliament,Parliamentarian,800457587510476800,Gökay Akbulut MdB,AkbulutGokay,2017-10-24,NA,1982,108563,female,Q40997638
1471,Tino Chrupalla,AfD,Federal,Federal Parliament,Parliamentarian,797137333820784640,Tino Chrupalla,Tino_Chrupalla,2017-10-24,NA,1975,145755,male,Q40895143
1470,Markus Grübel,CDU,Federal,Federal Parliament,Parliamentarian,796691290016583680,Markus Grübel MdB,GruebelMdb,2017-10-24,NA,1959,79343,male,Q1901534
1468,Stefan Keuter,AfD,Federal,Federal Parliament,Parliamentarian,794628172570619904,"Stefan Keuter, MdB",StefanKeuterAfD,2017-10-24,NA,1972,147331,male,Q40876446
1463,Detlef Müller,SPD,Federal,Federal Parliament,Parliamentarian,784760007275515904,Detlef Müller,MuellerChemnitz,2017-10-24,NA,1964,79483,male,Q1201319
1461,Fritz Güntzler,CDU,Federal,Federal Parliament,Parliamentarian,779601750789656576,Fritz Güntzler🇩🇪🇪🇺,FGuentzler,2017-10-24,NA,1966,79335,male,Q1466480
1458,Paul Podolay,AfD,Federal,Federal Parliament,Parliamentarian,774308243124391937,Paul V. Podolay,Paul_Podolay,2017-10-24,NA,1946,145821,male,Q40881384
1457,Christoph Neumann,AfD,Federal,Federal Parliament,Parliamentarian,760188355615293440,ChristophNeumann MdB,Neumann_AfD,2017-10-24,2021-10-26,1964,31285,male,Q40810647
1450,Leni Breymaier,SPD,Federal,Federal Parliament,Parliamentarian,748453543632330752,Leni Breymaier,LeniBreymaier,2017-10-24,NA,1960,146860,female,Q1817709
1441,Leif-Erik Holm,AfD,Federal,Federal Parliament,Parliamentarian,739531034761498624,Leif-Erik Holm,Leif_Erik_Holm,2017-10-24,NA,1970,123559,male,Q26270011
1440,Josip Juratovic,SPD,Federal,Federal Parliament,Parliamentarian,738731811380076544,Josip Juratovic MdB,josip_juratovic,2017-10-24,NA,1959,79266,male,Q96814
1439,Sabine Poschmann,SPD,Federal,Federal Parliament,Parliamentarian,738636568760553472,Sabine Poschmann,SabinePoschmann,2017-10-24,NA,1968,79077,female,Q15813116
1435,Marcus Bühl,AfD,Federal,Federal Parliament,Parliamentarian,729360191263780867,"Marcus Bühl, AfD MdB",Marcus_Buehl,2017-10-24,NA,1977,150299,male,Q40813093
