ID,official_name,party,region,institution,office,user_id,twitter_name,twitter_handle,from,until,year_of_birth,abgeordnetenwatch_id,gender,wikidata_id
986,Stefan Müller,CSU,Federal,Federal Parliament,Parliamentarian,17960911,Stefan Müller,smuellermdb,2017-10-24,NA,1975,79115,male,Q2337183
985,Manuel Sarrazin,Bündnis 90/Die Grünen,Federal,Federal Parliament,Parliamentarian,17922403,Manuel Sarrazin,ManuelSarrazin,2017-10-24,2021-10-26,1982,79033,male,Q1309204
983,Kordula Schulz-Asche,Bündnis 90/Die Grünen,Federal,Federal Parliament,Parliamentarian,17870195,Kordula Schulz-Asche,K_SA,2017-10-24,NA,1956,79004,female,Q1784303
979,Torsten Herbst,FDP,Federal,Federal Parliament,Parliamentarian,17561226,Torsten Herbst MdB,torstenherbst,2017-10-24,NA,1973,31751,male,Q2444869
978,Christian Dürr,FDP,Federal,Federal Parliament,Parliamentarian,17535941,Christian Dürr,christianduerr,2017-10-24,NA,1977,135929,male,Q102641
976,Manuel Höferlin,FDP,Federal,Federal Parliament,Parliamentarian,17483463,Manuel Höferlin,ManuelHoeferlin,2017-10-24,NA,1973,120284,male,Q1891565
975,Lars Castellucci,SPD,Federal,Federal Parliament,Parliamentarian,17469649,Lars Castellucci,larscastellucci,2017-10-24,NA,1974,79416,male,Q15262812
974,Florian Toncar,FDP,Federal,Federal Parliament,Parliamentarian,17462171,Florian Toncar,florian_toncar,2017-10-24,NA,1979,118359,male,Q1429938
970,Sven-Christian Kindler,Bündnis 90/Die Grünen,Federal,Federal Parliament,Parliamentarian,17343047,Sven Kindler 🇪🇺,sven_kindler,2017-10-24,NA,1985,78856,male,Q2370788
959,Sven Lehmann,Bündnis 90/Die Grünen,Federal,Federal Parliament,Parliamentarian,16706236,Sven Lehmann,svenlehmann,2017-10-24,NA,1979,145948,male,Q2371230
956,Tobias Pflüger,DIE LINKE,Federal,Federal Parliament,Parliamentarian,16696924,Tobias Pflüger,tpflueger,2017-10-24,2021-10-26,1965,122064,male,Q315151
944,Hermann Otto Solms,FDP,Federal,Federal Parliament,Parliamentarian,16325209,Hermann Otto Solms,solms,2017-10-24,2021-10-26,1940,118384,male,Q70407
932,Katharina Dröge,Bündnis 90/Die Grünen,Federal,Federal Parliament,Parliamentarian,15722010,Katharina Dröge,katdro,2017-10-24,NA,1984,79403,female,Q15795521
929,Johannes Vogel,FDP,Federal,Federal Parliament,Parliamentarian,15630931,Johannes Vogel,johannesvogel,2017-10-24,NA,1982,120155,male,Q105426
915,Fabio De Masi,DIE LINKE,Federal,Federal Parliament,Parliamentarian,14784765,Fabio De Masi 🦩,FabioDeMasi,2017-10-24,2021-10-26,1980,29050,male,Q16999689
1629,Thomas Silberhorn,CSU,Federal,Federal Parliament,Parliamentarian,951489275312443392,Thomas Silberhorn MdB,SilberhornMdB,2017-10-24,NA,1968,78831,male,Q2427303
1154,Gunther Adler,SPD,Federal,Federal Government,State Secretary,2902652169,Gunther Adler,AdlerGunther,2018-03-14,2019-03-01,1963,NA,male,Q16006888
1132,Thomas Bareiß,CDU,Federal,Federal Parliament,Parliamentarian,2797812265,Thomas Bareiß,Thomas_Bareiss,2017-10-24,NA,1975,79465,male,Q90623
1099,Anja Karliczek,CDU,Federal,Federal Parliament,Parliamentarian,2521976694,Anja Karliczek rät zum Impfen,AnjaKarliczek,2017-10-24,NA,1971,79249,female,Q15783504
907,Anette Kramme,SPD,Federal,Federal Parliament,Parliamentarian,1461705757,Anette Kramme,AnetteKramme,2017-10-24,NA,1967,79223,female,Q529526
756,Michael Roth,SPD,Federal,Federal Parliament,Parliamentarian,1114675538,Michael Roth MdB 🇪🇺,MiRo_SPD,2017-10-24,NA,1970,79042,male,Q1929074
1394,Jochen Flasbarth,SPD,Federal,Federal Government,State Secretary,596625618,Jochen Flasbarth,JochenFlasbarth,2018-03-14,NA,1962,NA,male,Q1691080
1269,Günter Krings,CDU,Federal,Federal Parliament,Parliamentarian,392312829,Günter Krings,guenterkrings,2017-10-24,NA,1969,79227,male,Q1560703
1197,Christian Lange,SPD,Federal,Federal Parliament,Parliamentarian,328939758,Christian Lange 🇪🇺,ChristianLange_,2017-10-24,2021-10-26,1964,79213,male,Q1080751
1416,Hans-Joachim Fuchtel,CDU,Federal,Federal Parliament,Parliamentarian,66750542,Hans-Joachim Fuchtel,fuchtel,2017-10-24,2021-10-26,1952,78873,male,Q1577305
1410,Stefan Zierke,SPD,Federal,Federal Parliament,Parliamentarian,64220313,Stefan Zierke,zierke,2017-10-24,NA,1970,78902,male,Q14947102
1361,Thomas Gebhart,CDU,Federal,Federal Parliament,Parliamentarian,51483238,Thomas Gebhart MdB,thomasgebhart,2017-10-24,NA,1971,79366,male,Q2424160
1359,Rita Schwarzelühr-Sutter,SPD,Federal,Federal Parliament,Parliamentarian,50932086,Rita Schwarzelühr-Sutter,rischwasu,2017-10-24,NA,1962,79001,female,Q2154951
1296,Niels Annen,SPD,Federal,Federal Parliament,Parliamentarian,42401449,Niels Annen 🇪🇺,NielsAnnen,2017-10-24,NA,1973,79471,male,Q109362
1275,Kerstin Griese,SPD,Federal,Federal Parliament,Parliamentarian,39709752,Kerstin Griese,KerstinGriese,2017-10-24,NA,1966,79349,female,Q1739660
1249,Christian Hirte,CDU,Federal,Federal Parliament,Parliamentarian,37642893,Christian Hirte,ChristianHirte,2017-10-24,NA,1976,78865,male,Q1080321
1226,Michael Meister,CDU,Federal,Federal Parliament,Parliamentarian,34214048,Dr. Michael Meister,meister_schafft,2017-10-24,NA,1961,79135,male,Q103523
1080,Steffen Bilger,CDU,Federal,Federal Parliament,Parliamentarian,23925041,Steffen Bilger,SteffenBilger,2017-10-24,NA,1979,79444,male,Q1648540
1002,Helge Braun,CDU,Federal,Federal Parliament,Parliamentarian,19108071,Helge Braun,HBraun,2017-10-24,NA,1972,79432,male,Q1602354
946,Marco Wanderwitz,CDU,Federal,Federal Parliament,Parliamentarian,16361044,Marco Wanderwitz,wanderwitz,2017-10-24,NA,1975,78932,male,Q107021
953,Christliche Mitte,Christliche Mitte,Federal,Party,Speaker,1663657052,CM,ChristlichMitte,NA,NA,NA,NA,NA,Q896165
950,PRO NRW,Bürgerbewegung pro NRW,Federal,Party,Speaker,1647610538,BB_PRONRW,BB_PRONRW,NA,NA,NA,NA,NA,Q826309
1526,Alternative für Deutschland,AfD,Federal,Party,Speaker,844081278,Alternative für 🇩🇪 Deutschland,AfD,NA,NA,NA,NA,NA,Q6721203
1073,Bürgerrechtsbewegung Solidarität,Bürgerrechtsbewegung Solidarität,Federal,Party,Speaker,234830595,BüSo,Bue_So,NA,NA,NA,NA,NA,Q897197
786,ÖDP Bundesverband,ÖDP,Federal,Party,Speaker,117395471,ÖDP Bundesverband,oedp_de,NA,NA,NA,NA,NA,NA
1413,Die PARTEI,DIE PARTEI,Federal,Party,Speaker,65607107,Die PARTEI,DiePARTEI,NA,NA,NA,NA,NA,Q22748
1368,Bayernpartei,Bayernpartei,Federal,Party,Speaker,52745493,Bayernpartei🎗,Bayernpartei,NA,NA,NA,NA,NA,Q255857
1306,DIE LINKE,DIE LINKE,Federal,Party,Speaker,44101578,DIE LINKE,dieLinke,NA,NA,NA,NA,NA,Q49764
1297,Die Republikaner,Die Republikaner,Federal,Party,Speaker,42425722,Die Republikaner,republikaner,NA,NA,NA,NA,NA,Q269316
1284,Familien-Partei,Familien-Partei Deutschlands,Federal,Party,Speaker,40987212,Familien-Partei,Familienpartei,NA,NA,NA,NA,NA,Q453366
1271,FDP,FDP,Federal,Party,Speaker,39475170,FDP,fdp,NA,NA,NA,NA,NA,Q13124
1201,SGP,Sozialistische Gleichheitspartei,Federal,Party,Speaker,32947823,SGP - Sozialistische Gleichheitspartei,gleichheit,NA,NA,NA,NA,NA,Q896251
1117,SPD Parteivorstand,SPD,Federal,Party,Speaker,26458162,SPD Parteivorstand 🇪🇺,spdde,NA,NA,NA,NA,NA,Q27652416
1033,CSU,CSU,Federal,Party,Speaker,21107582,CSU,CSU,NA,NA,NA,NA,NA,Q49763
1023,CDU Deutschlands,CDU,Federal,Party,Speaker,20429858,CDU Deutschlands,CDU,NA,NA,NA,NA,NA,Q49762
637,Europa-SPD,SPD,EU,Party,Speaker,17064195,Europa-SPD,SPDEuropa,NA,NA,NA,NA,NA,NA
904,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90/Die Grünen,Federal,Party,Speaker,14553288,BÜNDNIS 90/DIE GRÜNEN,Die_Gruenen,NA,NA,NA,NA,NA,Q49766
896,Piratenpartei,Piratenpartei,Federal,Party,Speaker,14341194,Piratenpartei,Piratenpartei,NA,NA,NA,NA,NA,Q13129
626,Joachim Schuster,SPD,EU,European Parliament,Parliamentarian,1154675761414070272,Joachim Schuster 🇪🇺,Schuster_MdEP,2019-07-02,NA,1962,29408,male,Q1499562
625,Markus Buchheit,AfD,EU,European Parliament,Parliamentarian,1153326441628651521,"Markus Buchheit, #MdEP",BuchheitMarkus,2019-07-02,NA,1983,165153,male,Q64174236
624,Andreas Glück,FDP,EU,European Parliament,Parliamentarian,1145986626503479296,Andreas Glueck,Andi_Glueck,2019-07-02,NA,1975,108386,male,Q497480
621,Niclas Herbst,Europäische Volkspartei,EU,European Parliament,Parliamentarian,1081127517250043904,Niclas Herbst,HerbstNiclas,2019-07-02,NA,1973,29099,male,Q1985836
620,Maria Noichl,SPD,EU,European Parliament,Parliamentarian,1070701588598218752,MariaNoichl,MariaNoichl,2019-07-02,NA,1967,28995,female,Q1112658
619,Martin Buschmann,no party affiliation,EU,European Parliament,Parliamentarian,1041644034849103872,Martin Buschmann MEP,BuschmannMartin,2019-07-02,NA,1970,165457,male,Q64142585
617,Alexandra Geese,Bündnis 90/Die Grünen,EU,European Parliament,Parliamentarian,1019949632108064768,Alexandra Geese,AlexandraGeese,2019-07-02,NA,1968,164985,female,Q64032638
700,Patrick Breyer,Piratenpartei,EU,European Parliament,Parliamentarian,993792060548435968,Patrick Breyer #JoinMastodon,echo_pbreyer,2019-07-02,NA,1977,121800,male,Q997327
698,Joachim Kuhs,AfD,EU,European Parliament,Parliamentarian,968551492390129666,"Joachim Kuhs, MdEP",Joachim_Kuhs,2019-07-02,NA,1956,108663,male,Q64129385
696,Engin Eroglu,Renew Europe,EU,European Parliament,Parliamentarian,940691491835564033,Engin Eroglu,EnginEroglu_FW,2019-07-02,NA,1982,119906,male,Q64142542
695,Dennis Radtke,CDU,EU,European Parliament,Parliamentarian,922398725183623168,Dennis Radtke,RadtkeMdEP,2019-07-02,NA,1979,29356,male,Q34674536
694,Christine Anderson,AfD,EU,European Parliament,Parliamentarian,900669223122472960,Christine Anderson,AndersonAfDMdEP,2019-07-02,NA,1968,145774,female,Q64073047
692,Romeo Franz,Bündnis 90/Die Grünen,EU,European Parliament,Parliamentarian,850600969184436224,Romeo Franz,RomeoFranz1,2019-07-02,NA,1966,29244,male,Q2165078
691,Gunnar Beck,AfD,EU,European Parliament,Parliamentarian,840002348000915465,Dr. Gunnar Beck,gunnar_beck,2019-07-02,NA,1965,165155,male,Q16727434
690,Evelyne Gebhardt,SPD,EU,European Parliament,Parliamentarian,837214737154846720,Evelyne Gebhardt,egebhardtMdEP,2019-07-02,NA,1954,28906,female,Q74191
689,Anna Cavazzini,Bündnis 90/Die Grünen,EU,European Parliament,Parliamentarian,833300465039319040,Anna Cavazzini,anna_cavazzini,2019-07-02,NA,1982,164981,female,Q64063467
688,Damian Boeselager,Bündnis 90/Die Grünen,EU,European Parliament,Parliamentarian,832097871893770240,Damian Boeselager,d_boeselager,2019-07-02,NA,1988,165464,male,Q63532607
685,Hannah Neumann,Bündnis 90/Die Grünen,EU,European Parliament,Parliamentarian,828566340365643776,Hannah Neumann,HNeumannMEP,2019-07-02,NA,1984,145942,female,Q52618103
684,Anna Deparnay-Grunenberg,Bündnis 90/Die Grünen,EU,European Parliament,Parliamentarian,825815009041203201,Anna Deparnay-Grunenberg,AnnaDeparnay,2019-07-02,NA,1976,164984,female,Q61963488
683,Guido Reil,AfD,EU,European Parliament,Parliamentarian,802958013644632064,"Guido Reil, AfD",GuidoReil,2019-07-02,NA,1970,131165,male,Q26822072
682,Nicolaus Fest,AfD,EU,European Parliament,Parliamentarian,773419555729379329,Dr. Nicolaus Fest,Nicolaus_Fest,2019-07-02,NA,1962,145738,male,Q17578800
680,Jörg Meuthen,AfD,EU,European Parliament,Parliamentarian,710201540116652033,Prof. Dr. Jörg Meuthen,Joerg_Meuthen,2019-07-02,NA,1961,108669,male,Q15907132
666,Gabriele Bischoff,SPD,EU,European Parliament,Parliamentarian,3541939462,Gaby Bischoff 🇪🇺,gabischoff,2019-07-02,NA,1961,165790,female,Q54934102
665,Martina Michels,DIE LINKE,EU,European Parliament,Parliamentarian,3292756634,Martina Michels,martina_michels,2019-07-02,NA,1955,28881,female,Q1324719
664,Peter Jahr,CDU,EU,European Parliament,Parliamentarian,3119157183,Peter Jahr,peter_jahr,2019-07-02,NA,1959,28928,male,Q88213
660,Markus Pieper,CSU,EU,European Parliament,Parliamentarian,2979616235,Markus Pieper,markuspieperMEP,2019-07-02,NA,1963,28897,male,Q78202
659,Monika Hohlmeier,CSU,EU,European Parliament,Parliamentarian,2904048473,Monika Hohlmeier,MHohlmeier,2019-07-02,NA,1962,29097,female,Q78415
658,Sabine Verheyen,CDU,EU,European Parliament,Parliamentarian,2606242467,Sabine Verheyen,sabineverheyen,2019-07-02,NA,1964,29113,female,Q91697
656,Udo Bullmann,SPD,EU,European Parliament,Parliamentarian,2461432297,Udo Bullmann,UdoBullmann,2019-07-02,NA,1956,28902,male,Q449080
655,Helmut Scholz,DIE LINKE,EU,European Parliament,Parliamentarian,2449051215,Helmut Scholz,HelmutScholzMEP,2019-07-02,NA,1954,29063,male,Q96290
654,Hildegard Bentele,CDU,EU,European Parliament,Parliamentarian,2429391577,Hildegard Bentele,hildebentele,2019-07-02,NA,1976,117485,female,Q1618317
629,Constanze Krehl,SPD,EU,European Parliament,Parliamentarian,1408491553736306694,ConstanzeKrehl,ConstanzeKrehl,2019-07-02,NA,1956,28889,female,Q71660
653,Sven Schulze,CDU,EU,European Parliament,Parliamentarian,2339095172,Sven Schulze,schulzeeuropa,2019-07-02,NA,1979,29484,male,Q17093506
652,Klaus Buchner,ÖDP,EU,European Parliament,Parliamentarian,2257770468,Prof. Dr. Klaus Buchner 🌳,Dr_KlausBuchner,2019-07-02,NA,1941,28964,male,Q105761
644,Markus Ferber,CSU,EU,European Parliament,Parliamentarian,1949513514,Markus Ferber,MarkusFerber,2019-07-02,NA,1965,28911,male,Q85676
633,Henrike Hahn,Bündnis 90/Die Grünen,EU,European Parliament,Parliamentarian,1601699341,Henrike Hahn 🇪🇺,henrikehahn,2019-07-02,NA,1970,29539,female,Q64081097
632,Birgit Sippel,SPD,EU,European Parliament,Parliamentarian,1580316804,Birgit Sippel MEP,BirgitSippelMEP,2019-07-02,NA,1960,29022,female,Q108736
628,Cornelia Ernst,DIE LINKE,EU,European Parliament,Parliamentarian,1225229076,Cornelia Ernst,ErnstCornelia,2019-07-02,NA,1956,29039,female,Q91526
627,Maximilian Krah,AfD,EU,European Parliament,Parliamentarian,1162901370,Dr. Maximilian Krah MdEP,KrahMax,2019-07-02,NA,1977,165152,male,Q64073803
623,Delara Burkhardt,SPD,EU,European Parliament,Parliamentarian,1133570430,Delara Burkhardt 🇪🇺🌹,delarabur,2019-07-02,NA,1992,165794,female,Q64071790
622,Svenja Hahn,FDP,EU,European Parliament,Parliamentarian,1124773536,Svenja Hahn,svenja_hahn,2019-07-02,NA,1989,165647,female,Q63348799
697,Katrin Langensiepen,Bündnis 90/Die Grünen,EU,European Parliament,Parliamentarian,950392790,Katrin Langensiepen MEP,k_langensiepen,2019-07-02,NA,1979,136164,female,Q64032761
693,Angelika Niebler,CSU,EU,European Parliament,Parliamentarian,886420428,Angelika Niebler,ANiebler,2019-07-02,NA,1963,28892,female,Q74215
681,Martin Schirdewan,DIE LINKE,EU,European Parliament,Parliamentarian,743724264,Martin Schirdewan,schirdewan,2019-07-02,NA,1975,29542,male,Q17124693
679,Ulrike Müller,Renew Europe,EU,European Parliament,Parliamentarian,612717643,Ulrike Müller,UliMuellerMdEP,2019-07-02,NA,1962,29002,female,Q2477402
678,Ismail Ertug,SPD,EU,European Parliament,Parliamentarian,578240398,Ismail Ertug MEP 🍀🌍,IsmailErtug,2019-07-02,NA,1975,29069,male,Q75194
677,Marion Walsmann,Europäische Volkspartei,EU,European Parliament,Parliamentarian,576234213,Marion Walsmann,MarionWalsmann,2019-07-02,NA,1963,31390,female,Q97573
675,Terry Reintke,Bündnis 90/Die Grünen,EU,European Parliament,Parliamentarian,560188351,Terry Reintke,TerryReintke,2019-07-02,NA,1987,29528,female,Q1386500
673,Sergey Lagodinsky,Bündnis 90/Die Grünen,EU,European Parliament,Parliamentarian,436470131,Sergey Lagodinsky,SLagodinsky,2019-07-02,NA,1975,164982,male,Q2272984
672,Jutta Paulus,Bündnis 90/Die Grünen,EU,European Parliament,Parliamentarian,433766266,Jutta Paulus,JuttaPaulusRLP,2019-07-02,NA,1967,121507,female,Q47514370
669,Özlem Alev Demirel,DIE LINKE,EU,European Parliament,Parliamentarian,406893885,Özlem Alev Demirel,OezlemADemirel,2019-07-02,NA,1984,130597,female,Q307920
668,Jan-Christoph Oetjen,FDP,EU,European Parliament,Parliamentarian,370708213,Jan-Christoph Oetjen,jcoetjen,2019-07-02,NA,1978,136108,male,Q111435
662,Daniel Freund,Bündnis 90/Die Grünen,EU,European Parliament,Parliamentarian,306868006,Daniel Freund,daniel_freund,2019-07-02,NA,1984,164987,male,Q64043969
657,Axel Voss,CDU,EU,European Parliament,Parliamentarian,246295381,Axel Voss MdEP,AxelVossMdEP,2019-07-02,NA,1963,29014,male,Q16530497
651,Nico Semsrott,Bündnis 90/Die Grünen,EU,European Parliament,Parliamentarian,225761424,Nico Semsrott,nicosemsrott,2019-07-02,NA,1986,165272,male,Q1986007
649,Helmut Geuking,Familien-Partei Deutschlands,EU,European Parliament,Parliamentarian,206841917,Helmut Geuking,Brger100,2019-07-02,NA,1964,130296,male,Q29877665
631,Erik Marquardt,Bündnis 90/Die Grünen,EU,European Parliament,Parliamentarian,149441850,Erik Marquardt,ErikMarquardt,2019-07-02,NA,1987,145940,male,Q18222891
630,Niklas Nienaß,Bündnis 90/Die Grünen,EU,European Parliament,Parliamentarian,147947516,Niklas Nienaß,nnienass,2019-07-02,NA,1992,164986,male,Q64032175
618,Michael Gahler,CDU,EU,European Parliament,Parliamentarian,102642856,Michael Gahler MdEP,michaelgahler,2019-07-02,NA,1960,28916,male,Q85537
687,Martin Häusling,Bündnis 90/Die Grünen,EU,European Parliament,Parliamentarian,82912952,Martin Häusling,MartinHaeusling,2019-07-02,NA,1961,28973,male,Q95895
676,Christine Schneider,CDU,EU,European Parliament,Parliamentarian,56136971,Christine Schneider,ChSchneider,2019-07-02,NA,1972,137710,female,Q1083771
674,Stefan Berger,CDU,EU,European Parliament,Parliamentarian,46128473,Stefan Berger,DrStefanBerger,2019-07-02,NA,1969,130703,male,Q2336010
671,Peter Liese,CDU,EU,European Parliament,Parliamentarian,42590805,Peter Liese MEP,peterliese,2019-07-02,NA,1965,28898,male,Q85566
667,Jens Geier,SPD,EU,European Parliament,Parliamentarian,36347303,Jens Geier,EuropaJens,2019-07-02,NA,1961,29071,male,Q95758
663,Andreas Schwab,CDU,EU,European Parliament,Parliamentarian,31099936,Andreas Schwab 🇪🇺🌍MdEP,Andreas_Schwab,2019-07-02,NA,1973,28891,male,Q78194
661,Viola von Cramon-Taubadel,Bündnis 90/Die Grünen,EU,European Parliament,Parliamentarian,30507250,Viola von Cramon,ViolavonCramon,2019-07-02,NA,1970,120712,female,Q98158
650,Moritz Körner,FDP,EU,European Parliament,Parliamentarian,21794101,Moritz Körner,moritzkoerner,2019-07-02,NA,1990,121756,male,Q30010698
647,Martin Sonneborn,DIE PARTEI,EU,European Parliament,Parliamentarian,20463983,Martin Sonneborn,MartinSonneborn,2019-07-02,NA,1965,29879,male,Q87485
646,Manfred Weber,CSU,EU,European Parliament,Parliamentarian,20399735,Manfred Weber,ManfredWeber,2019-07-02,NA,1972,28910,male,Q88866
645,Michael Bloss,Bündnis 90/Die Grünen,EU,European Parliament,Parliamentarian,20344328,Michael Bloss,micha_bloss,2019-07-02,NA,1986,164983,male,Q63979256
643,Sven Simon,Europäische Volkspartei,EU,European Parliament,Parliamentarian,19207204,Sven Simon MEP 🇪🇺🇩🇪🇺🇳,svensimon,2019-07-02,NA,1978,29507,male,Q43475331
642,Tiemo Wölken,SPD,EU,European Parliament,Parliamentarian,18174975,Tiemo Wölken 🇪🇺,woelken,2019-07-02,NA,1985,127175,male,Q27903982
641,Christian Doleschal,CSU,EU,European Parliament,Parliamentarian,17782837,Christian Doleschal MdEP🇪🇺,Doleschal,2019-07-02,NA,1988,29381,male,Q64069403
640,Daniel Caspary,CDU,EU,European Parliament,Parliamentarian,17780822,Daniel Caspary,caspary,2019-07-02,NA,1976,28890,male,Q77761
638,Bernd Lange,SPD,EU,European Parliament,Parliamentarian,17576181,Bernd Lange,berndlange,2019-07-02,NA,1955,29018,male,Q65437
635,Rasmus Andresen,Bündnis 90/Die Grünen,EU,European Parliament,Parliamentarian,16606874,Rasmus Andresen 🇪🇺🏳️‍🌈,RasmusAndresen,2019-07-02,NA,1986,139272,male,Q975171
634,Ska Keller,Bündnis 90/Die Grünen,EU,European Parliament,Parliamentarian,16600393,Ska Keller,SkaKeller,2019-07-02,NA,1981,29051,female,Q71528
1531,Bernd Riexinger,DIE LINKE,Federal,Federal Parliament,Parliamentarian,849012308,Bernd Riexinger,b_riexinger,2017-10-24,NA,1955,108427,male,Q69346
1404,Katrin Göring-Eckardt,Bündnis 90/Die Grünen,Federal,Federal Parliament,Parliamentarian,626287930,Katrin Göring-Eckardt,GoeringEckardt,2017-10-24,NA,1966,78886,female,Q48967
1379,Petra Pau,DIE LINKE,Federal,Federal Parliament,Parliamentarian,560467206,Petra Pau,PetraPauMaHe,2017-10-24,NA,1963,79091,female,Q77195
1347,Jürgen Trittin,Bündnis 90/Die Grünen,Federal,Federal Parliament,Parliamentarian,485751594,Jürgen Trittin,JTrittin,2017-10-24,NA,1954,78955,male,Q11762
1251,Peter Altmaier,CDU,Federal,Federal Parliament,Parliamentarian,378693834,Peter Altmaier,peteraltmaier,2017-10-24,NA,1958,78815,male,Q65539
1170,Jens Spahn,CDU,Federal,Federal Parliament,Parliamentarian,299650387,Jens Spahn,jensspahn,2017-10-24,NA,1980,78993,male,Q86294
1157,Thomas Oppermann,SPD,Federal,Federal Parliament,Parliamentarian,293066780,Thomas Oppermann,ThomasOppermann,2017-10-24,NA,1954,79107,male,Q90833
1411,Klaus Ernst,DIE LINKE,Federal,Federal Parliament,Parliamentarian,64994645,Klaus Ernst,ernst_klaus,2017-10-24,NA,1954,79385,male,Q26206
1356,Andreas Scheuer,CSU,Federal,Federal Parliament,Parliamentarian,50315139,Andreas Scheuer,andreasscheuer,2017-10-24,NA,1974,79024,male,Q500381
1332,Sahra Wagenknecht,DIE LINKE,Federal,Federal Parliament,Parliamentarian,47375691,Sahra Wagenknecht,SWagenknecht,2017-10-24,NA,1969,78934,female,Q77193
1262,Jürgen Hardt,CSU,Federal,Federal Parliament,Parliamentarian,38467606,Jürgen Hardt MdB,juergenhardt,2017-10-24,2021-10-26,1963,78863,male,Q111489
1052,Peter Tauber,CDU,Federal,Federal Parliament,Parliamentarian,22260144,Dr. Peter Tauber,petertauber,2017-10-24,NA,1974,78969,male,Q124622
1040,Caren Lay,DIE LINKE,Federal,Federal Parliament,Parliamentarian,21404382,Caren Lay,CarenLay,2017-10-24,NA,1972,79205,female,Q1035894
648,Reinhard Bütikofer,Bündnis 90/Die Grünen,EU,European Parliament,Parliamentarian,20610385,Reinhard Bütikofer,bueti,2019-07-02,NA,1953,29110,male,Q31236
1009,Florian Pronold,SPD,Federal,Federal Parliament,Parliamentarian,19257571,Florian Pronold,FlorianPronold,2017-10-24,2021-10-26,1972,79083,male,Q100797
981,Martin Schulz,SPD,Federal,Federal Parliament,Parliamentarian,17675072,Martin Schulz,MartinSchulz,2017-10-24,2021-10-26,1955,28913,male,Q17905
639,David McAllister,Europäische Volkspartei,EU,European Parliament,Parliamentarian,17621447,davidmcallister,davidmcallister,2019-07-02,NA,1971,28975,male,Q62093
954,Omid Nouripour,Bündnis 90/Die Grünen,Federal,Federal Parliament,Parliamentarian,16674128,Omid Nouripour,nouripour,2017-10-24,NA,1975,79103,male,Q71635
17,Doris Senger,AfD,Baden-Württemberg,State Parliament,Parliamentarian,1136560212599627776,Doris Senger AfD,DorisSenger_MdL,2016-03-13,2021-05-11,1959,169548,female,Q69873998
12,Nicolas Fink,SPD,Baden-Württemberg,State Parliament,Parliamentarian,1082691139902361600,Nicolas Fink,nicolasfink_mdl,2016-03-13,NA,1976,163216,male,Q62116914
8,Sabine Kurtz,CDU,Baden-Württemberg,State Parliament,Parliamentarian,1040903131620671488,Sabine Kurtz,SabineKurtzMdL,2016-03-13,NA,1961,108874,female,Q2209794
5,Volker Schebesta,CDU,Baden-Württemberg,State Parliament,Parliamentarian,1034732897352261632,Volker Schebesta,volkerschebesta,2016-03-13,NA,1971,108837,male,Q1417833
114,Bernd Gögel,AfD,Baden-Württemberg,State Parliament,Parliamentarian,989042256937193477,"Bernd Gögel, MdL",berndgoegelafd,2016-03-13,NA,1955,108422,male,Q23561607
113,Anton Baron,AfD,Baden-Württemberg,State Parliament,Parliamentarian,989037600899059712,"Anton Baron, MdL",AntonBaronAfD,2016-03-13,NA,1987,108403,male,Q23638656
112,Wolfgang Gedeon,AfD,Baden-Württemberg,State Parliament,Parliamentarian,984772118737977344,Dr. Wolfgang Gedeon,wolfgang_gedeon,2016-03-13,2021-05-11,1947,108989,male,Q23561478
110,Christina Baum,AfD,Baden-Württemberg,State Parliament,Parliamentarian,955899834325700609,Dr. Christina Baum MdB,DrChristinaBaum,2016-03-13,2021-05-11,1956,29476,female,Q23559850
109,Carola Wolle,AfD,Baden-Württemberg,State Parliament,Parliamentarian,955531685776580611,Carola Wolle,CarolaWolle,2016-03-13,NA,1963,108450,female,Q23566532
108,Gerhard Kleinböck,SPD,Baden-Württemberg,State Parliament,Parliamentarian,933343398160891906,Gerhard Kleinböck,kleinboeck_mdl,2016-03-13,2021-05-11,1952,108614,male,Q1511915
107,Gabi Rolland,SPD,Baden-Württemberg,State Parliament,Parliamentarian,923882270699720704,Gabi Rolland,RollandGabi,2016-03-13,2021-05-11,1963,108545,female,Q1488477
103,Daniel Karrais,FDP,Baden-Württemberg,State Parliament,Parliamentarian,849049560479662080,Daniel Karrais MdL,DanielKarrais,2016-03-13,NA,1990,161812,male,Q60238194
100,Hans Peter Stauch,AfD,Baden-Württemberg,State Parliament,Parliamentarian,826039153301266434,HansPeter Stauch Ex-MdL,HPStauch,2016-03-13,2021-05-11,1952,148284,male,Q23566072
99,Manuel Hagel,CDU,Baden-Württemberg,State Parliament,Parliamentarian,820633568401620992,Manuel Hagel,HagelManuel,2016-03-13,NA,1988,108626,male,Q23661873
97,Elke Zimmer,Bündnis 90/Die Grünen,Baden-Württemberg,State Parliament,Parliamentarian,803611108833689600,Elke Zimmer,ElkeZimmerMdLBW,2016-03-13,NA,1966,148189,female,Q28031549
94,Ulrich Goll,FDP,Baden-Württemberg,State Parliament,Parliamentarian,754966544753553408,Ulrich Goll,profdrgoll,2016-03-13,2021-05-11,1950,108936,male,Q107273
93,Gabriele Reich-Gutjahr,FDP,Baden-Württemberg,State Parliament,Parliamentarian,745538444873523201,Gabi Reich-Gutjahr,reich_gutjahr,2016-03-13,2021-05-11,1957,108547,female,Q28739667
